"","ï..Q1A","Q2A","Q3A","Q4A","Q5A","Q6A","Q7A","Q8A","Q9A","Q10A","Q11A","Q12A","Q13A","Q14A","Q15A","Q16A","Q17A","Q18A","Q19A","Q20A","Q21A","country","TIPI1","TIPI2","TIPI3","TIPI4","TIPI5","TIPI6","TIPI7","TIPI8","TIPI9","TIPI10","VCL3","VCL6","VCL12","gender","age","Extraversion","Agreeableness","Conscientiousness","Emotional","Openness","education","urban","race"
"4300",1,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,3,2,"MY",5,4,7,3,5,6,6,7,5,5,0,0,0,1,21,11,10,14,8,10,2,1,10
"4301",4,1,1,3,4,4,1,4,4,1,4,3,1,2,4,1,1,2,4,4,2,"FR",7,3,4,1,6,5,6,4,1,6,0,0,0,1,29,12,9,8,2,12,1,2,60
"4302",1,2,2,1,1,2,1,2,3,1,1,1,1,2,1,1,1,2,1,1,1,"US",5,4,6,5,4,3,5,4,6,4,0,0,0,1,19,8,9,10,11,8,2,1,60
"4303",3,4,3,1,3,1,2,4,2,4,2,1,4,1,3,2,2,3,4,3,4,"SG",7,2,7,2,7,7,5,4,3,6,0,0,0,1,25,14,7,11,5,13,3,2,10
"4304",1,1,3,1,2,3,1,2,4,4,3,3,1,1,1,3,4,3,1,2,3,"MY",1,3,3,1,1,1,3,1,1,1,0,0,0,1,21,2,6,4,2,2,2,3,70
"4305",1,1,1,1,1,3,1,1,1,1,3,2,4,1,1,2,1,3,1,1,2,"MY",7,3,4,3,6,7,4,6,6,6,0,0,0,1,50,14,7,10,9,12,3,1,10
"4306",1,2,1,1,3,2,1,1,3,1,1,1,2,3,1,1,4,3,1,1,1,"MY",6,7,6,3,7,6,5,1,5,7,0,0,0,1,25,12,12,7,8,14,3,3,10
"4307",2,2,3,1,3,3,2,2,4,2,2,2,2,2,3,2,2,3,3,2,1,"MY",5,2,5,3,5,4,6,3,3,6,0,0,0,1,19,9,8,8,6,11,2,1,10
"4308",2,1,1,2,1,3,3,2,3,2,4,4,2,2,2,1,2,4,1,2,1,"MY",1,3,4,2,5,1,6,3,4,3,0,0,0,1,21,2,9,7,6,8,3,2,10
"4309",3,2,2,2,3,3,2,4,1,2,3,3,4,2,3,2,3,3,3,2,3,"US",5,6,5,3,5,6,6,4,5,6,0,0,0,1,32,11,12,9,8,11,2,2,60
"4310",3,3,2,4,2,2,1,3,1,2,1,2,2,3,2,2,1,1,2,2,2,"MY",4,3,7,3,4,4,7,5,5,5,0,0,0,1,33,8,10,12,8,9,3,3,70
"4311",4,4,3,3,4,4,4,3,3,3,2,4,4,3,2,3,3,4,4,3,4,"MY",5,4,5,1,5,1,7,2,4,1,0,0,0,1,25,6,11,7,5,6,3,2,10
"4312",1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,1,3,1,1,1,"MY",7,1,7,7,5,7,6,7,7,4,0,0,0,1,24,14,7,14,14,9,3,3,10
"4313",4,1,2,3,3,4,4,4,4,1,4,3,3,4,2,2,1,4,4,2,1,"US",7,1,7,1,7,7,7,3,2,3,0,0,0,1,19,14,8,10,3,10,2,3,60
"4314",2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,"MY",3,3,4,4,5,3,6,3,4,4,0,0,0,1,43,6,9,7,8,9,3,1,10
"4315",4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,3,3,"PH",5,3,4,1,6,1,5,5,2,5,0,0,0,1,22,6,8,9,3,11,4,3,10
"4316",4,2,2,2,4,3,3,4,4,2,4,3,4,3,4,1,4,3,4,4,1,"US",6,3,5,0,6,5,6,5,3,6,0,0,0,1,28,11,9,10,3,12,3,1,60
"4317",3,3,3,3,4,4,2,3,2,4,2,3,4,2,3,4,4,2,3,4,4,"US",1,3,2,2,3,1,5,5,2,6,0,0,0,1,20,2,8,7,4,9,2,3,60
"4318",2,2,3,2,2,1,4,3,2,4,3,2,4,3,2,2,4,1,2,3,4,"NONE",4,4,4,3,4,1,4,3,4,4,0,0,0,1,25,5,8,7,7,8,3,2,10
"4319",1,4,4,4,2,2,2,2,2,4,2,2,4,4,2,3,4,2,2,1,4,"MY",5,4,2,1,4,7,4,2,2,4,0,0,0,1,28,12,8,4,3,8,2,2,10
"4320",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"MY",4,3,7,6,6,5,4,3,7,5,0,0,0,1,27,9,7,10,13,11,3,3,10
"4321",2,2,3,2,4,2,1,1,2,4,3,2,4,2,1,4,4,3,2,2,4,"MY",6,6,1,3,6,2,7,1,6,2,0,0,0,1,22,8,13,2,9,8,3,2,10
"4322",2,2,4,3,2,2,1,3,2,4,2,2,4,2,2,3,4,2,3,1,4,"US",2,6,5,3,5,3,7,6,5,5,0,0,0,1,52,5,13,11,8,10,2,3,60
"4323",1,3,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,1,2,2,"MY",5,5,6,3,7,6,7,3,6,2,0,0,0,1,22,11,12,9,9,9,3,3,10
"4324",3,2,1,3,2,1,1,1,3,2,3,1,2,1,2,2,1,2,2,1,2,"MY",5,4,3,2,7,3,7,2,7,0,0,0,0,1,22,8,11,5,9,7,3,3,70
"4325",1,1,2,1,3,1,1,2,3,1,2,2,3,1,1,3,2,1,1,1,1,"CA",2,2,6,7,5,1,6,7,7,6,0,0,0,1,24,3,8,13,14,11,3,2,60
"4326",1,3,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,"MY",6,6,7,6,7,7,5,3,5,2,0,0,0,1,23,13,11,10,11,9,3,3,10
"4327",3,1,3,3,3,1,1,3,3,2,1,3,1,1,3,1,3,3,3,3,1,"MY",2,6,1,1,5,4,5,2,4,4,0,0,0,1,24,6,11,3,5,9,3,2,10
"4328",3,3,2,4,3,4,4,3,4,3,3,4,4,2,3,3,4,4,4,4,4,"MY",4,6,5,1,7,2,7,3,5,5,0,0,0,1,19,6,13,8,6,12,3,3,10
"4329",3,2,2,2,2,4,3,2,2,4,2,3,3,2,3,2,4,3,4,2,4,"MY",4,1,4,4,4,1,5,4,4,3,0,0,0,1,26,5,6,8,8,7,3,2,10
"4330",1,2,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,"MY",5,4,6,7,7,7,1,3,7,3,0,0,0,1,22,12,5,9,14,10,3,2,10
"4331",2,3,2,1,3,3,2,2,3,2,2,3,3,1,2,4,3,2,1,2,3,"US",2,6,6,6,6,3,5,5,5,2,0,0,0,1,26,5,11,11,11,8,4,1,60
"4332",2,1,4,1,3,2,1,3,3,4,2,1,3,2,2,3,2,1,3,3,2,"CA",6,4,6,3,6,1,5,7,4,3,0,0,0,1,30,7,9,13,7,9,4,2,60
"4333",1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,"US",7,1,7,6,6,3,7,7,7,7,0,0,0,1,42,10,8,14,13,13,4,3,70
"4334",4,1,3,1,4,2,2,3,2,2,3,2,4,2,2,3,1,2,1,1,3,"US",1,7,1,3,2,1,7,2,2,6,0,0,0,1,28,2,14,3,5,8,2,2,60
"4335",3,3,2,2,4,2,1,3,3,3,4,2,3,2,2,3,3,2,2,2,4,"US",2,6,5,3,3,2,6,3,3,3,0,0,0,1,24,4,12,8,6,6,3,1,60
"4336",3,3,1,1,3,2,1,3,2,1,2,3,2,1,2,2,2,2,2,2,1,"CA",5,5,5,2,6,4,7,3,4,4,0,0,0,1,35,9,12,8,6,10,2,2,60
"4337",2,1,1,1,4,2,2,2,1,2,2,2,3,2,1,2,2,2,1,1,2,"AR",1,2,3,2,2,1,5,1,1,7,0,0,0,1,35,2,7,4,3,9,2,1,70
"4338",1,2,1,1,2,1,1,1,1,3,1,1,2,1,1,2,1,1,1,1,1,"MY",5,4,5,5,6,2,6,4,6,3,0,0,0,1,23,7,10,9,11,9,3,2,10
"4339",2,1,3,1,3,1,2,2,2,3,1,3,2,2,2,3,2,2,2,2,4,"US",1,2,6,3,5,1,4,5,5,2,0,0,0,1,26,2,6,11,8,7,1,3,60
"4340",1,1,2,1,2,1,1,1,1,1,2,1,3,4,1,2,3,1,1,1,1,"US",2,7,5,7,2,1,5,5,7,5,0,0,0,1,19,3,12,10,14,7,2,1,60
"4341",2,1,4,2,4,2,2,2,3,4,2,2,3,2,1,4,3,3,2,2,4,"CA",1,3,2,2,2,1,3,4,3,4,0,0,0,1,25,2,6,6,5,6,2,2,60
"4342",4,4,2,3,4,3,4,4,4,3,3,4,4,2,3,4,4,3,3,4,4,"GB",3,6,1,3,6,2,6,5,2,6,0,0,0,1,20,5,12,6,5,12,2,3,60
"4343",3,2,3,4,4,2,4,4,3,2,4,3,4,4,4,4,4,2,2,3,4,"GB",1,7,1,3,5,1,6,3,4,6,0,0,0,1,30,2,13,4,7,11,2,3,60
"4344",3,3,3,1,3,1,3,3,3,3,3,3,4,3,3,3,3,3,4,2,3,"AR",2,3,5,6,5,1,3,3,2,3,0,0,0,1,21,3,6,8,8,8,2,3,70
"4345",4,2,2,2,4,3,2,4,3,2,2,3,4,3,2,1,2,2,1,1,1,"US",2,3,3,2,3,4,6,1,4,3,0,0,0,1,19,6,9,4,6,6,2,1,60
"4346",1,3,1,1,1,3,2,1,3,1,2,2,1,1,2,1,1,1,2,2,1,"MY",5,5,3,4,4,7,3,6,2,6,0,0,0,1,20,12,8,9,6,10,2,2,10
"4347",4,4,4,4,4,3,2,3,3,4,3,3,4,4,2,4,4,4,4,2,4,"US",4,7,5,3,5,4,5,3,4,3,0,0,0,1,32,8,12,8,7,8,4,2,10
"4348",2,1,1,1,1,1,2,3,2,1,2,2,1,1,3,1,1,3,3,1,1,"US",2,7,7,7,6,2,6,6,6,4,0,0,0,1,38,4,13,13,13,10,2,2,60
"4349",3,1,4,1,4,3,1,4,3,3,4,3,3,4,4,4,3,2,4,4,3,"IN",5,2,3,3,7,1,5,3,5,3,0,0,0,1,40,6,7,6,8,10,2,1,10
"4350",2,1,2,1,2,2,2,2,2,2,1,1,2,1,2,1,2,2,1,1,1,"MY",3,6,5,4,4,4,4,5,6,2,0,0,0,1,24,7,10,10,10,6,3,3,10
"4351",2,4,4,2,4,2,3,2,4,3,1,1,4,2,1,4,4,3,2,4,4,"MY",2,5,3,1,5,1,3,2,7,1,0,0,0,1,20,3,8,5,8,6,3,1,10
"4352",1,2,3,1,2,2,2,1,3,4,2,2,3,1,1,4,4,4,1,1,1,"MY",4,7,1,7,6,6,7,2,4,4,0,0,0,1,24,10,14,3,11,10,3,2,10
"4353",4,3,1,1,4,2,1,1,1,2,2,2,3,2,1,3,2,2,2,2,3,"US",3,2,3,3,7,2,6,3,6,7,0,0,0,1,29,5,8,6,9,14,3,3,70
"4354",2,2,1,2,3,4,2,2,3,3,2,3,3,2,2,3,4,4,2,3,4,"MY",1,2,6,2,5,1,7,6,3,6,0,0,0,1,26,2,9,12,5,11,3,2,10
"4355",2,1,2,3,1,1,2,1,1,3,2,1,1,3,1,3,2,2,1,2,2,"MY",5,7,5,4,6,2,6,6,4,4,0,0,0,1,20,7,13,11,8,10,2,1,10
"4356",1,2,2,2,4,1,1,1,4,2,2,1,2,1,1,1,3,1,3,1,1,"US",5,5,6,6,6,3,7,7,3,7,0,0,0,1,20,8,12,13,9,13,2,2,60
"4357",3,2,4,1,4,4,2,3,3,3,2,4,3,3,3,3,3,3,2,2,3,"MY",2,3,5,1,7,2,5,0,2,1,0,0,0,1,20,4,8,5,3,8,3,3,10
"4358",2,2,2,2,3,2,1,2,3,2,3,3,3,3,1,2,2,2,2,3,2,"MY",5,3,3,3,6,4,6,1,2,4,0,0,0,1,19,9,9,4,5,10,2,2,10
"4359",1,1,1,1,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,1,"MY",4,3,5,2,5,2,5,5,3,4,0,0,0,1,19,6,8,10,5,9,2,3,10
"4360",1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,"MY",4,7,7,7,7,1,7,7,7,7,0,0,0,1,20,5,14,14,14,14,2,3,10
"4361",1,1,1,1,2,3,1,2,3,2,2,2,2,2,1,1,2,3,1,3,2,"MY",5,3,3,3,6,4,5,2,3,1,0,0,0,1,22,9,8,5,6,7,3,2,70
"4362",2,1,2,3,4,4,2,4,4,3,3,3,3,3,3,4,4,3,1,1,4,"MY",1,7,4,3,5,1,7,4,5,1,0,0,0,1,23,2,14,8,8,6,3,3,10
"4363",1,1,1,2,3,3,1,1,1,1,2,3,1,3,1,1,1,1,1,4,1,"MX",6,2,7,1,5,7,6,2,5,7,0,0,0,1,25,13,8,9,6,12,4,1,70
"4364",4,3,4,2,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4,"US",3,5,6,1,4,1,5,4,1,6,0,0,0,1,29,4,10,10,2,10,3,2,10
"4365",3,1,2,1,1,2,1,3,1,2,2,2,3,4,1,3,3,4,2,2,1,"MY",5,5,5,3,6,2,7,6,4,7,0,0,0,1,24,7,12,11,7,13,4,3,10
"4366",2,1,1,1,1,2,1,2,1,1,4,2,1,1,2,1,1,1,1,1,1,"SG",1,4,7,1,4,2,7,4,6,4,0,0,0,1,24,3,11,11,7,8,3,3,10
"4367",2,2,3,1,4,3,3,1,2,4,4,1,2,2,1,4,2,3,3,2,3,"MY",4,3,3,2,7,3,6,1,3,3,0,0,0,1,31,7,9,4,5,10,2,3,10
"4368",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,"MY",4,4,5,4,5,4,4,4,5,4,0,0,0,1,21,8,8,9,9,9,2,2,10
"4369",1,2,1,1,3,1,2,1,1,2,3,2,3,1,1,1,1,3,1,3,1,"MY",6,4,3,3,7,4,6,2,5,7,0,0,0,1,32,10,10,5,8,14,3,3,10
"4370",3,2,3,3,3,2,3,2,3,3,1,3,2,3,2,4,2,3,3,2,2,"MY",5,3,4,3,7,2,6,1,1,7,0,0,0,1,25,7,9,5,4,14,4,3,10
"4371",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,"MY",1,7,7,7,6,3,1,7,6,2,0,0,0,1,29,4,8,14,13,8,3,2,10
"4372",2,2,2,2,3,1,1,1,1,3,2,2,1,2,1,2,2,1,1,1,1,"MY",2,6,3,6,6,1,5,3,5,4,0,0,0,1,25,3,11,6,11,10,4,2,10
"4373",3,4,3,4,3,4,4,3,4,4,3,4,4,4,4,3,4,4,3,4,4,"MY",6,1,7,1,7,1,7,2,7,1,0,0,0,1,22,7,8,9,8,8,3,3,70
"4374",2,2,1,1,2,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,2,"MY",4,5,5,4,5,3,5,4,4,1,0,0,0,1,30,7,10,9,8,6,3,2,10
"4375",3,1,2,1,2,1,4,2,3,1,2,2,2,1,2,2,2,3,2,2,2,"US",3,6,5,4,5,2,5,2,5,7,0,0,0,1,30,5,11,7,9,12,3,1,60
"4376",2,2,1,2,2,3,1,2,1,2,3,2,2,2,1,2,2,3,3,3,2,"MY",4,6,6,2,5,2,6,2,4,2,0,0,0,1,26,6,12,8,6,7,3,2,10
"4377",1,1,2,1,1,1,1,1,2,2,1,1,3,2,1,4,2,2,1,1,2,"MY",1,7,7,6,7,1,7,6,6,2,0,0,0,1,26,2,14,13,12,9,3,3,10
"4378",1,2,1,1,1,3,3,1,2,4,1,2,1,2,1,1,4,3,2,3,1,"MY",6,3,6,3,7,7,5,2,6,6,0,0,0,1,22,13,8,8,9,13,3,2,10
"4379",2,2,2,1,2,2,1,1,2,1,2,2,1,2,2,3,2,2,1,1,4,"MY",4,5,7,3,7,3,7,5,6,2,0,0,0,1,21,7,12,12,9,9,3,1,10
"4380",1,3,4,2,4,3,3,4,2,4,2,3,3,2,2,4,4,2,2,3,4,"IN",4,4,2,2,6,6,6,1,1,2,0,0,0,1,20,10,10,3,3,8,3,3,10
"4381",3,1,3,1,4,4,1,3,3,2,3,2,3,2,2,3,4,3,1,1,3,"MY",3,1,6,1,6,4,6,1,2,2,0,0,0,1,26,7,7,7,3,8,3,3,10
"4382",1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,"MY",5,3,1,4,6,3,6,6,7,3,0,0,0,1,28,8,9,7,11,9,3,2,10
"4383",2,2,2,1,3,4,1,3,3,1,2,3,3,3,3,2,2,1,1,1,2,"NONE",5,3,6,3,4,5,5,3,5,5,0,0,0,1,22,10,8,9,8,9,3,3,10
"4384",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"NONE",6,6,7,7,6,7,3,7,7,7,0,0,0,1,28,13,9,14,14,13,4,3,10
"4385",2,3,2,2,4,2,1,2,2,3,3,2,3,3,2,2,2,2,3,3,4,"MY",3,5,4,4,5,3,4,3,5,3,0,0,0,1,25,6,9,7,9,8,3,2,10
"4386",3,2,2,3,3,1,2,2,4,3,3,3,3,3,2,3,2,1,3,2,3,"MY",4,4,5,4,5,2,4,4,3,3,0,0,0,1,20,6,8,9,7,8,3,2,10
"4387",4,4,2,4,4,3,4,4,3,4,4,4,4,3,4,3,4,4,4,2,4,"PH",7,3,6,1,5,6,4,3,6,2,0,0,0,1,28,13,7,9,7,7,3,2,10
"4388",2,4,1,4,1,4,1,4,3,2,1,1,4,1,1,1,1,1,4,4,1,"MY",1,0,2,0,5,7,7,1,1,1,0,0,0,1,21,8,7,3,1,6,3,2,10
"4389",1,2,1,3,1,3,2,3,4,1,3,3,2,1,3,1,1,1,3,3,1,"MY",4,5,3,4,2,4,7,5,2,4,0,0,0,1,21,8,12,8,6,6,3,2,70
"4390",4,1,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,1,4,4,4,"IN",4,6,5,1,1,1,7,1,1,1,0,0,0,1,20,5,13,6,2,2,4,3,10
"4391",2,1,2,1,2,2,2,2,3,2,2,2,3,2,2,3,2,2,3,1,1,"US",6,3,6,3,5,1,6,4,3,6,0,0,0,1,22,7,9,10,6,11,3,2,10
"4392",2,1,1,2,2,3,1,2,3,2,2,2,2,2,2,2,3,2,1,1,2,"MY",3,6,5,4,5,3,6,4,4,4,0,0,0,1,20,6,12,9,8,9,3,3,10
"4393",1,1,1,2,1,3,2,1,1,1,2,3,1,3,1,1,1,1,2,1,1,"MY",7,2,6,3,7,5,7,3,7,6,0,0,0,1,20,12,9,9,10,13,3,2,10
"4394",1,1,2,1,3,2,2,2,2,3,2,2,3,2,1,2,2,1,1,1,2,"MY",1,3,4,3,3,1,5,2,2,4,0,0,0,1,31,2,8,6,5,7,4,1,10
"4395",1,4,3,3,4,2,2,4,4,4,3,4,4,4,3,2,4,4,4,4,4,"MY",4,4,5,1,2,1,7,2,2,7,0,0,0,1,19,5,11,7,3,9,2,3,10
"4396",2,2,2,1,3,3,2,2,3,4,4,2,4,1,1,2,1,2,2,1,3,"JP",1,2,4,3,4,1,4,3,3,4,0,0,0,1,23,2,6,7,6,8,3,3,10
"4397",2,4,3,1,3,2,1,2,3,4,1,1,4,2,2,4,4,2,1,2,4,"DE",1,1,7,1,5,1,7,5,1,4,0,0,0,1,23,2,8,12,2,9,3,1,60
"4398",4,1,3,1,2,2,1,3,3,3,2,3,4,2,1,4,4,2,2,2,4,"IL",5,3,2,3,2,2,2,7,3,6,0,0,0,1,31,7,5,9,6,8,3,3,60
"4399",1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,"MY",7,3,7,3,4,3,6,3,7,3,0,0,0,1,31,10,9,10,10,7,3,1,10
"4400",2,2,1,1,2,2,1,1,3,1,4,2,1,2,3,2,3,3,2,3,2,"US",4,2,3,1,7,5,7,3,3,5,0,0,0,1,24,9,9,6,4,12,2,2,60
"4401",2,3,2,1,2,2,2,2,4,3,2,3,2,3,2,2,3,3,2,4,2,"MY",5,2,7,5,6,7,6,5,4,6,0,0,0,1,27,12,8,12,9,12,2,2,10
"4402",1,2,1,2,1,2,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,"MY",6,2,6,5,6,6,2,3,6,6,0,0,0,1,33,12,4,9,11,12,3,1,10
"4403",2,4,2,1,2,4,3,4,2,3,4,3,3,3,2,3,4,4,3,4,2,"MY",6,1,5,2,6,4,5,4,4,4,0,0,0,1,26,10,6,9,6,10,2,3,10
"4404",4,3,4,3,3,4,3,4,3,4,4,4,4,4,3,4,3,4,3,3,3,"US",4,4,4,2,3,5,4,5,4,4,0,0,0,1,43,9,8,9,6,7,2,3,60
"4405",2,2,2,1,2,2,2,3,4,1,2,2,2,3,2,1,1,3,2,2,1,"MY",7,1,7,5,7,2,6,5,6,4,0,0,0,1,24,9,7,12,11,11,4,1,10
"4406",1,3,2,1,1,1,1,2,1,1,2,1,2,3,1,1,2,1,1,1,2,"FI",6,7,7,3,7,3,5,3,6,7,0,0,0,1,34,9,12,10,9,14,3,2,60
"4407",1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,"MY",5,4,7,1,5,2,6,5,5,3,0,0,0,1,19,7,10,12,6,8,3,2,10
"4408",3,3,3,3,3,3,3,3,3,4,3,3,3,3,2,3,3,3,3,3,4,"MY",4,4,3,2,3,5,5,3,4,2,0,0,0,1,23,9,9,6,6,5,3,3,10
"4409",1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,"MY",7,1,6,3,6,6,7,3,7,3,0,0,0,1,20,13,8,9,10,9,2,2,10
"4410",2,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,"MY",6,5,7,7,7,2,6,4,3,3,0,0,0,1,20,8,11,11,10,10,2,2,10
"4411",2,1,4,1,3,3,1,4,4,2,2,2,4,2,3,3,4,3,1,3,2,"MY",2,5,2,2,6,1,7,2,1,6,0,0,0,1,26,3,12,4,3,12,3,3,10
"4412",3,1,2,1,3,1,1,3,1,3,4,2,3,1,1,3,3,1,1,2,3,"RU",1,3,6,1,6,2,6,5,2,6,0,0,0,1,26,3,9,11,3,12,3,3,60
"4413",1,2,1,1,2,3,1,1,3,1,1,1,1,1,2,1,1,3,1,2,1,"MY",5,2,7,2,6,2,7,7,6,7,0,0,0,1,22,7,9,14,8,13,3,1,10
"4414",2,4,1,3,1,2,3,2,4,1,3,4,3,3,2,1,3,4,2,3,2,"MY",3,2,2,1,4,2,6,5,2,3,0,0,0,1,22,5,8,7,3,7,3,3,10
"4415",4,3,4,3,3,4,3,2,4,4,3,2,2,3,3,2,3,3,3,4,3,"TH",2,3,6,3,0,1,7,2,5,1,0,0,0,1,32,3,10,8,8,1,4,3,10
"4416",3,3,3,1,2,2,1,2,1,2,1,1,2,2,1,2,3,2,1,1,2,"MY",4,5,6,5,6,3,4,6,5,6,0,0,0,1,21,7,9,12,10,12,3,2,10
"4417",1,4,3,1,4,2,1,3,4,4,2,4,3,1,1,4,3,2,1,1,2,"MY",6,5,6,5,7,7,3,3,3,3,0,0,0,1,25,13,8,9,8,10,4,1,10
"4418",2,3,2,2,2,2,1,2,3,2,2,2,2,2,2,2,3,1,2,2,3,"MY",2,6,5,3,6,2,5,3,3,4,0,0,0,1,27,4,11,8,6,10,4,3,10
"4419",1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,"MY",2,5,2,4,2,4,1,5,1,5,0,0,0,1,20,6,6,7,5,7,2,3,70
"4420",1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,"MY",4,6,7,3,7,2,5,3,6,7,0,0,0,1,28,6,11,10,9,14,3,1,10
"4421",2,3,1,1,2,3,1,2,2,1,2,2,4,2,1,4,1,3,2,2,3,"MY",3,3,6,4,1,3,6,5,5,3,0,0,0,1,26,6,9,11,9,4,3,2,70
"4422",3,3,3,3,3,2,2,3,2,3,2,2,3,2,3,3,3,3,2,3,3,"NL",2,3,3,4,3,1,6,3,3,5,0,0,0,1,28,3,9,6,7,8,4,3,60
"4423",4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,"MY",1,1,5,2,5,1,5,4,4,4,0,0,0,1,26,2,6,9,6,9,3,2,10
"4424",2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"MY",0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,0,0,0,3,3,70
"4425",3,1,3,3,4,3,2,2,3,3,3,3,3,4,3,3,3,2,3,3,3,"MY",2,7,6,3,4,1,6,3,4,3,0,0,0,1,27,3,13,9,7,7,4,2,10
"4426",1,1,1,1,2,2,1,1,2,1,2,1,1,1,4,1,1,2,1,1,1,"MY",6,3,6,5,5,7,7,7,6,7,0,0,0,1,26,13,10,13,11,12,3,1,10
"4427",2,2,2,1,2,2,2,3,1,2,1,2,1,2,2,1,3,2,1,3,2,"MY",3,3,4,7,3,4,4,3,4,5,0,0,0,1,20,7,7,7,11,8,2,3,10
"4428",4,1,4,3,4,4,3,1,4,4,4,3,4,4,2,4,4,4,4,4,4,"MY",3,1,4,2,5,2,7,1,3,6,0,0,0,1,25,5,8,5,5,11,3,2,10
"4429",1,2,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,2,1,1,1,"MY",1,3,2,3,6,5,3,3,3,3,0,0,0,1,30,6,6,5,6,9,4,3,70
"4430",4,2,1,1,3,3,1,4,2,2,3,2,4,2,4,2,1,1,3,2,1,"MY",4,7,5,2,5,4,5,1,2,1,0,0,0,1,23,8,12,6,4,6,3,2,10
"4431",1,4,1,1,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,3,1,"MY",6,6,6,6,6,2,6,2,6,6,0,0,0,1,19,8,12,8,12,12,3,1,10
"4432",2,3,2,2,3,3,3,4,3,4,2,3,2,2,2,3,4,3,3,3,4,"MY",5,2,5,1,6,1,6,2,2,3,0,0,0,1,25,6,8,7,3,9,2,2,10
"4433",2,1,2,1,3,1,1,1,1,2,2,1,3,1,1,2,2,2,2,3,2,"MY",6,4,5,6,7,3,4,4,6,7,0,0,0,1,28,9,8,9,12,14,3,3,10
"4434",2,1,3,2,2,1,2,2,2,2,2,2,2,2,2,3,3,3,1,1,3,"MY",4,3,3,3,4,5,3,3,3,4,0,0,0,1,22,9,6,6,6,8,3,3,10
"4435",2,1,2,3,3,3,1,3,3,3,3,2,1,1,1,4,3,1,1,2,4,"MY",2,2,5,6,7,1,2,7,6,7,0,0,0,1,20,3,4,12,12,14,2,3,10
"4436",1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,"US",6,6,6,7,5,3,7,4,6,3,0,0,0,1,21,9,13,10,13,8,3,3,10
"4437",4,3,3,2,4,4,2,4,3,4,3,2,3,4,4,3,4,2,3,3,4,"DE",2,1,2,3,5,2,5,2,1,5,0,0,0,1,20,4,6,4,4,10,2,3,60
"4438",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,"US",5,7,6,4,7,3,6,6,7,5,0,0,0,1,21,8,13,12,11,12,3,2,60
"4439",2,4,2,1,4,2,1,3,4,2,2,3,2,2,1,1,4,2,1,1,2,"US",5,3,6,3,6,3,6,3,2,7,0,0,0,1,51,8,9,9,5,13,4,3,60
"4440",3,4,2,3,3,2,1,2,4,3,3,3,3,2,4,3,4,3,3,3,3,"MY",2,2,6,1,6,1,7,3,2,3,0,0,0,1,22,3,9,9,3,9,3,2,10
"4441",2,1,2,2,2,1,2,2,1,1,2,3,2,1,1,2,1,2,2,1,1,"MY",4,3,6,5,6,3,5,6,5,4,0,0,0,1,25,7,8,12,10,10,3,2,10
"4442",1,3,1,3,2,3,2,1,3,1,2,2,2,2,2,2,1,3,3,1,1,"MY",3,2,5,4,6,3,5,1,4,4,0,0,0,1,22,6,7,6,8,10,3,2,10
